time/time_elapsed,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,time/total_timesteps,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/loss,train/explained_variance,train/n_updates,train/learning_rate,train/clip_fraction,train/approx_kl,train/value_loss
11,0.037599999999999974,1,6.87,185,37435392,0.2,-0.8164542630314827,-0.023877581814303994,0.3434959053993225,0.020936548709869385,182780,0.0003,0.130126953125,0.022822678,0.9361819654703141
11,-0.1612,1,6.31,185,37437440,0.2,-1.3514839470386506,-0.032564248191192746,0.40765008330345154,0.21245741844177246,182790,0.0003,0.154443359375,0.02067661,1.0556361481547356
11,0.26680000000000004,1,7.16,185,37439488,0.2,-1.2828627854585648,-0.03759520959574729,0.38743355870246887,0.3719935417175293,182800,0.0003,0.21025390625,0.02883627,1.026938021183014
11,-0.04780000000000004,1,5.89,183,37441536,0.2,-1.3256161749362945,-0.033934055268764494,0.3041357398033142,0.3170161247253418,182810,0.0003,0.18310546875,0.040168844,0.7967580020427704
10,-0.17720000000000002,1,10.36,187,37443584,0.2,-1.0490008309483527,-0.03337981067597866,0.6540452241897583,0.11965948343276978,182820,0.0003,0.197607421875,0.0232853,1.589303693175316
11,0.764,1,5.05,183,37445632,0.2,-1.6135652780532836,-0.0373026137589477,0.3522779941558838,0.09476333856582642,182830,0.0003,0.196484375,0.04313352,1.0233342707157136
11,0.7326000000000001,1,6.62,184,37447680,0.2,-0.37973835617303847,-0.0066647162544541064,0.16883285343647003,-0.565441370010376,182840,0.0003,0.031787109375,0.011576675,0.43264458514750004
11,0.6254000000000001,1,7.23,184,37449728,0.2,-0.8089751332998276,-0.014483311621006578,0.1352250725030899,0.02241569757461548,182850,0.0003,0.115185546875,0.02297391,0.39264340698719025
11,0.21739999999999998,1,6.63,184,37451776,0.2,-1.018560691177845,-0.025894847023300825,0.23312397301197052,0.06797122955322266,182860,0.0003,0.180322265625,0.032325108,0.6527873538434505
10,0.16979999999999992,1,9.76,187,37453824,0.2,-0.8271140128374099,-0.022806964966002853,0.7427330613136292,0.11508440971374512,182870,0.0003,0.126953125,0.015962467,1.6661429911851884
10,0.4570000000000001,1,9.65,187,37455872,0.2,-1.454078495502472,-0.034281115024350585,0.22766336798667908,0.08997398614883423,182880,0.0003,0.1650390625,0.0258562,0.7759758442640304
11,0.5228,1,6.11,184,37457920,0.2,-1.5129356741905213,-0.03344101186376065,0.3047235608100891,0.1338571310043335,182890,0.0003,0.174462890625,0.026017155,0.7333161950111389
10,-1.0508000000000002,1,7.04,186,37459968,0.2,-0.9273911342024803,-0.026191551005467772,0.3613046407699585,0.08441543579101562,182900,0.0003,0.144775390625,0.015633723,0.8737746119499207
10,-0.9922,1,7.61,188,37462016,0.2,-1.5538328558206558,-0.03070228750584647,0.6439981460571289,0.26662641763687134,182910,0.0003,0.137939453125,0.023398958,1.8641274660825728
10,-1.1807999999999996,1,8.79,187,37464064,0.2,-1.7332805931568145,-0.03976383483968675,0.4572044014930725,0.4542444348335266,182920,0.0003,0.2158203125,0.022333894,1.2083389073610307
10,-1.241,1,9.8,190,37466112,0.2,-1.8364994525909424,-0.04221928289625794,0.4162895977497101,0.5111807584762573,182930,0.0003,0.23115234375,0.031243563,1.1078548595309257
10,-0.8416000000000001,1,11.08,188,37468160,0.2,-1.8948321789503098,-0.03992172002326697,0.3866465091705322,0.5379114151000977,182940,0.0003,0.212158203125,0.027366392,0.9981602400541305
10,-1.1526,1,12.38,188,37470208,0.2,-1.9706264734268188,-0.0370616567786783,0.33283573389053345,0.4185066223144531,182950,0.0003,0.184033203125,0.029793818,1.0529334515333175
10,-1.0172,1,13.11,188,37472256,0.2,-2.0534407615661623,-0.03770785436499864,0.28812333941459656,0.5134972333908081,182960,0.0003,0.19658203125,0.021569692,0.8337283611297608
